,Source,Label,Target
23645,Q14232,Association for Computing Machinery,Association for Computing Machinery
23646,Q14232,kansainvälinen tiedejärjestö,kansainvälinen tiedejärjestö
23647,Q14232,Association for Computing Machinery,Association for Computing Machinery
23648,Q14232,Association for Computing Machinery,Association for Computing Machinery
23649,Q14232,Association for Computing Machinery,Association for Computing Machinery
23650,Q14232,Association for Computing Machinery,Association for Computing Machinery
23651,Q14232,Comann airson Innealan Coimpiutaireachd,Comann airson Innealan Coimpiutaireachd
23652,Q14232,ACM,ACM
23653,Q14232,חברת מדע וטכנולוגיה,חברת מדע וטכנולוגיה
23654,Q14232,Association for Computing Machinery,Association for Computing Machinery
23655,Q14232,Հաշվողական տեխնիկայի ասոցիացիա,Հաշվողական տեխնիկայի ասոցիացիա
23656,Q14232,ACM,ACM
23657,Q14232,Asociuro pri Komputala Mashinaro,Asociuro pri Komputala Mashinaro
23658,Q14232,Association for Computing Machinery,Association for Computing Machinery
23659,Q14232,Association for Computing Machinery,Association for Computing Machinery
23660,Q14232,Association for Computing Machinery,Association for Computing Machinery
23661,Q14232,ニューヨークに本部のあるコンピュータ科学分野の国際学会,ニューヨークに本部のあるコンピュータ科学分野の国際学会
23662,Q14232,გამოთვლითი ტექნიკის ასოციაცია,გამოთვლითი ტექნიკის ასოციაცია
23663,Q14232,Есептеу Техникасы Ассоцияциясы,Есептеу Техникасы Ассоцияциясы
23664,Q14232,ەسەپتەۋ تەحنىيكاسى اسسوتسىيياتسىيياسى,ەسەپتەۋ تەحنىيكاسى اسسوتسىيياتسىيياسى
23665,Q14232,ەسەپتەۋ تەحنىيكاسى اسسوتسىيياتسىيياسى,ەسەپتەۋ تەحنىيكاسى اسسوتسىيياتسىيياسى
23666,Q14232,Есептеу Техникасы Ассоцияциясы,Есептеу Техникасы Ассоцияциясы
23667,Q14232,Есептеу Техникасы Ассоцияциясы,Есептеу Техникасы Ассоцияциясы
23668,Q14232,Eseptew Texnïkası Assocïyacïyası,Eseptew Texnïkası Assocïyacïyası
23669,Q14232,Eseptew Texnïkası Assocïyacïyası,Eseptew Texnïkası Assocïyacïyası
23670,Q14232,Association for Computing Machinery,Association for Computing Machinery
23671,Q14232,ACM,ACM
23672,Q14232,세계 최초의 컴퓨터 분야의 학술과 교육을 목적으로 하는 각 분야 학회들의 연합체,세계 최초의 컴퓨터 분야의 학술과 교육을 목적으로 하는 각 분야 학회들의 연합체
23673,Q14232,Association for Computing Machinery,Association for Computing Machinery
23674,Q14232,Здружение за сметачка машинерија,Здружение за сметачка машинерија
23675,Q14232,Association for Computing Machinery,Association for Computing Machinery
23676,Q14232,Association for Computing Machinery,Association for Computing Machinery
23677,Q14232,Association for Computing Machinery,Association for Computing Machinery
23678,Q14232,Association for Computing Machinery,Association for Computing Machinery
23679,Q14232,Association for Computing Machinery,Association for Computing Machinery
23680,Q14232,Association for Computing Machinery,Association for Computing Machinery
23681,Q14232,Association for Computing Machinery,Association for Computing Machinery
23682,Q14232,Ассоциация вычислительной техники,Ассоциация вычислительной техники
23683,Q14232,Association for Computing Machinery,Association for Computing Machinery
23684,Q14232,Association for Computing Machinery,Association for Computing Machinery
23685,Q14232,mednarodno učeno združenje za računalništvo in informatiko,mednarodno učeno združenje za računalništvo in informatiko
23686,Q14232,Združenje za računalniške stroje,Združenje za računalniške stroje
23687,Q14232,Асоцијација за рачунарску машинерију,Асоцијација за рачунарску машинерију
23688,Q14232,међународно учено друштво за рачунарство,међународно учено друштво за рачунарство
23689,Q14232,Association for Computing Machinery,Association for Computing Machinery
23690,Q14232,கணிமைப் பொறிகளுக்கான சங்கம்,கணிமைப் பொறிகளுக்கான சங்கம்
23691,Q14232,สมาคมคอมพิวเตอร์เอซีเอ็ม,สมาคมคอมพิวเตอร์เอซีเอ็ม
23692,Q14232,Association for Computing Machinery,Association for Computing Machinery
23693,Q14232,Association for Computing Machinery,Association for Computing Machinery
23694,Q14232,ACM,ACM
23695,Q14232,計算機器學會,計算機器學會
23696,Q14232,計算機的國際學會,計算機的國際學會
23697,Q14232,计算机协会,计算机协会
23698,Q14232,计算机协会,计算机协会
23699,Q14232,计算机协会,计算机协会
23700,Q14232,計算機協會,計算機協會
23701,Q14232,計算機協會,計算機協會
23702,Q14232,计算机协会,计算机协会
23703,Q14232,計算機協會,計算機協會
23704,Q14232,АКШның Хисаплау техника ассоциациясе,АКШның Хисаплау техника ассоциациясе
23705,Q14232,ACM,ACM
23706,Q14232,ACM,ACM
23707,Q14232,ACM,ACM
23708,Q14232,https://mastodon.acm.org,https://mastodon.acm.org
23709,Q14232,562142,562142
23710,Q14232,8041370,8041370
23711,Q14232,https://cir.nii.ac.jp/crid/1140000791637274880.rdf,https://cir.nii.ac.jp/crid/1140000791637274880.rdf
23712,Q14232,1140000791637274880,1140000791637274880
23713,Q14232,Category:Members of the Association for Computing Machinery,http://www.wikidata.org/entity/Q65623423
23714,Q14232,2G062,2G062
23715,Q14232,337094,337094
23716,Q14232,CK2MCC83LSL8,CK2MCC83LSL8
23717,Q14232,ACM Software System Award,http://www.wikidata.org/entity/Q986509
23718,Q14232,http://babelnet.org/rdf/s02290302n,http://babelnet.org/rdf/s02290302n
23719,Q14232,http://id.ndl.go.jp/auth/ndlna/00275766,http://id.ndl.go.jp/auth/ndlna/00275766
23720,Q14232,http://id.worldcat.org/fast/528977,http://id.worldcat.org/fast/528977
23721,Q14232,http://kbpedia.org/kko/rc/AssociationForComputingMachinery,http://kbpedia.org/kko/rc/AssociationForComputingMachinery
23722,Q14232,http://lod.nl.go.kr/resource/KAB202016051,http://lod.nl.go.kr/resource/KAB202016051
23723,Q14232,http://openlibrary.org/works/OL1130962A,http://openlibrary.org/works/OL1130962A
23724,Q14232,http://openlibrary.org/works/OL2670080A,http://openlibrary.org/works/OL2670080A
23725,Q14232,http://www.idref.fr/029253195/id,http://www.idref.fr/029253195/id
23726,Q14232,statement/Q127992-28e0c930-4969-998d-7369-04994d270e0f,http://www.wikidata.org/entity/statement/Q127992-28e0c930-4969-998d-7369-04994d270e0f
23727,Q14232,statement/Q127992-2ef21e3a-4971-fcde-8c3c-0d3d1637af88,http://www.wikidata.org/entity/statement/Q127992-2ef21e3a-4971-fcde-8c3c-0d3d1637af88
23728,Q14232,statement/Q127992-336f9c21-42a5-530c-02cd-58ef91772399,http://www.wikidata.org/entity/statement/Q127992-336f9c21-42a5-530c-02cd-58ef91772399
23729,Q14232,statement/Q127992-3CE7F1AD-6AA2-4122-98E6-57471D2C2CC6,http://www.wikidata.org/entity/statement/Q127992-3CE7F1AD-6AA2-4122-98E6-57471D2C2CC6
23730,Q14232,statement/Q127992-3efef349-4cf2-46c4-17f7-8d8844c12be1,http://www.wikidata.org/entity/statement/Q127992-3efef349-4cf2-46c4-17f7-8d8844c12be1
23731,Q14232,statement/Q127992-4604b663-400d-9e1b-7870-25485b430639,http://www.wikidata.org/entity/statement/Q127992-4604b663-400d-9e1b-7870-25485b430639
23732,Q14232,statement/Q127992-4DA62938-5DEE-4214-8528-1540A5408D9D,http://www.wikidata.org/entity/statement/Q127992-4DA62938-5DEE-4214-8528-1540A5408D9D
23733,Q14232,statement/Q127992-4e9961db-4e6e-1b0d-1b4e-0219c216a4eb,http://www.wikidata.org/entity/statement/Q127992-4e9961db-4e6e-1b0d-1b4e-0219c216a4eb
23734,Q14232,statement/Q127992-51A9FFD1-85E5-4089-984C-8667F0249395,http://www.wikidata.org/entity/statement/Q127992-51A9FFD1-85E5-4089-984C-8667F0249395
23735,Q14232,statement/Q127992-51BFB26B-E499-4755-B995-C34FF6EDFCDC,http://www.wikidata.org/entity/statement/Q127992-51BFB26B-E499-4755-B995-C34FF6EDFCDC
23736,Q14232,statement/Q127992-53b932c6-493a-533e-79d9-d6c899ca85f9,http://www.wikidata.org/entity/statement/Q127992-53b932c6-493a-533e-79d9-d6c899ca85f9
23737,Q14232,statement/Q127992-5b57c2d8-4d54-f242-547b-63277a5508da,http://www.wikidata.org/entity/statement/Q127992-5b57c2d8-4d54-f242-547b-63277a5508da
23738,Q14232,statement/Q127992-61EEBFAD-412E-42AA-9219-5146E77EB944,http://www.wikidata.org/entity/statement/Q127992-61EEBFAD-412E-42AA-9219-5146E77EB944
23739,Q14232,statement/Q127992-6a41412a-49d2-f8ba-8be0-a0dc66241249,http://www.wikidata.org/entity/statement/Q127992-6a41412a-49d2-f8ba-8be0-a0dc66241249
23740,Q14232,statement/Q127992-7DDEC3EF-EAB8-4D7E-B2D0-52F59093A1E2,http://www.wikidata.org/entity/statement/Q127992-7DDEC3EF-EAB8-4D7E-B2D0-52F59093A1E2
23741,Q14232,statement/Q127992-83FD083E-6A49-4991-82F1-1F8FA6B779D9,http://www.wikidata.org/entity/statement/Q127992-83FD083E-6A49-4991-82F1-1F8FA6B779D9
23742,Q14232,statement/Q127992-8725595B-7E19-490A-B496-A446F803525C,http://www.wikidata.org/entity/statement/Q127992-8725595B-7E19-490A-B496-A446F803525C
23743,Q14232,statement/Q127992-8b53b674-43f1-9f5e-f99d-b1424f3355dc,http://www.wikidata.org/entity/statement/Q127992-8b53b674-43f1-9f5e-f99d-b1424f3355dc
23744,Q14232,statement/Q127992-a87f1aee-4652-bb0b-085f-b926b3bb2a7a,http://www.wikidata.org/entity/statement/Q127992-a87f1aee-4652-bb0b-085f-b926b3bb2a7a
23745,Q14232,statement/Q127992-aad6d72e-4bf2-dc63-a64b-6ef8c1420f98,http://www.wikidata.org/entity/statement/Q127992-aad6d72e-4bf2-dc63-a64b-6ef8c1420f98
23746,Q14232,statement/Q127992-c2668e80-4c0d-cf44-746e-75469e3534fd,http://www.wikidata.org/entity/statement/Q127992-c2668e80-4c0d-cf44-746e-75469e3534fd
23747,Q14232,statement/Q127992-C993CE34-3419-4A90-927C-9FDFFFA6333F,http://www.wikidata.org/entity/statement/Q127992-C993CE34-3419-4A90-927C-9FDFFFA6333F
23748,Q14232,statement/Q127992-d0b54b89-4d81-2ce9-df8a-05cfdac3fa81,http://www.wikidata.org/entity/statement/Q127992-d0b54b89-4d81-2ce9-df8a-05cfdac3fa81
23749,Q14232,statement/Q127992-D6B42DB6-9E3B-406E-BA7A-F5857A3BFB15,http://www.wikidata.org/entity/statement/Q127992-D6B42DB6-9E3B-406E-BA7A-F5857A3BFB15
23750,Q14232,statement/Q127992-dc75204b-4cae-e280-e31e-76ce068ec054,http://www.wikidata.org/entity/statement/Q127992-dc75204b-4cae-e280-e31e-76ce068ec054
23751,Q14232,statement/Q127992-DDB3528D-A1EF-4579-992F-BB1DF8771539,http://www.wikidata.org/entity/statement/Q127992-DDB3528D-A1EF-4579-992F-BB1DF8771539
23752,Q14232,statement/Q127992-e0ef6eea-4c5f-31a5-8bb5-9df320f58b9a,http://www.wikidata.org/entity/statement/Q127992-e0ef6eea-4c5f-31a5-8bb5-9df320f58b9a
23753,Q14232,statement/Q127992-E7DC4989-F466-41F8-B4CD-9A3DBB66EE6D,http://www.wikidata.org/entity/statement/Q127992-E7DC4989-F466-41F8-B4CD-9A3DBB66EE6D
23754,Q14232,statement/Q127992-ecfa0d8d-4a7e-3de7-e02a-3dbc985bf93b,http://www.wikidata.org/entity/statement/Q127992-ecfa0d8d-4a7e-3de7-e02a-3dbc985bf93b
23755,Q14232,https://ci.nii.ac.jp/author/DA00190868#entity,https://ci.nii.ac.jp/author/DA00190868#entity
23756,Q14232,https://livedata.bibsys.no/authority/8031404,https://livedata.bibsys.no/authority/8031404
23757,Q14232,https://livedata.bibsys.no/authority/90096701,https://livedata.bibsys.no/authority/90096701
23758,Q14232,https://livedata.bibsys.no/authority/90608209,https://livedata.bibsys.no/authority/90608209
23759,Q14232,https://makg.org/entity/1321014770,https://makg.org/entity/1321014770
23760,Q14232,https://permid.org/1-4298208161,https://permid.org/1-4298208161
23761,Q14232,03wsadn68,03wsadn68
23762,Q14232,1100065529,1100065529
23763,Q14232,1321014770,1321014770
23764,Q14232,5870a399-7998-941e-d48e-390c0f56d52a,5870a399-7998-941e-d48e-390c0f56d52a
23765,Q14232,981058511581406706,981058511581406706
23766,Q14232,981058511581406706,981058511581406706
23767,Q14232,987007576658605171,987007576658605171
23768,Q14232,a11312671,a11312671
23769,Q14232,acm.org,acm.org
23770,Q14232,acm.org,acm.org
23771,Q14232,Assoc. Computing Machinery,Assoc. Computing Machinery
23772,Q14232,Association_for_Computing_Machinery,Association_for_Computing_Machinery
23773,Q14232,associationforcomput,associationforcomput
23774,Q14232,Association_for_Computing_Machinery,Association_for_Computing_Machinery
23775,Q14232,AssociationForComputingMachinery,AssociationForComputingMachinery
23776,Q14232,association+for+computing+machinery,association+for+computing+machinery
23777,Q14232,Association+for+Computing+Machinery,Association+for+Computing+Machinery
23778,Q14232,Association+for+Computing+Machinery,Association+for+Computing+Machinery
23779,Q14232,assotsiatsiia-vychislitel-noi-tekhniki-0ed4e3,assotsiatsiia-vychislitel-noi-tekhniki-0ed4e3
23780,Q14232,group/c630be84-458d-4fe8-ad88-9326ed7fbf07,group/c630be84-458d-4fe8-ad88-9326ed7fbf07
23781,Q14232,LNB:oTD;=Bd,LNB:oTD;=Bd
23782,Q14232,ncf10082051,ncf10082051
23783,Q14232,P4310319798,P4310319798
23784,Q14232,ra/0610116035,ra/0610116035
23785,Q14232,1222-1,1222-1
23786,Q14232,10212984,10212984
23787,Q14232,5322271,5322271
23788,Q14232,5698680,5698680
23789,Q14232,85000,85000
23790,Q14232,44600,44600
23791,Q14232,17,17
23792,Q14232,339,339
23793,Q14232,21,21
23794,Q14232,264213,264213
23795,Q14232,ACM Distinguished Service Award,http://www.wikidata.org/entity/Q57629136
23796,Q14232,Open Society Foundations,http://www.wikidata.org/entity/Q786194
23797,Q14232,8240056,8240056
23798,Q14232,http://data.bnf.fr/ark:/12148/cb120919241#about,http://data.bnf.fr/ark:/12148/cb120919241#about
23799,Q14232,ACM Distinguished Member,http://www.wikidata.org/entity/Q61679753
23800,Q14232,8269808,8269808
23801,Q14232,8703271,8703271
23802,Q14232,6108498,6108498
23803,Q14232,7554395,7554395
23804,Q14232,8570772,8570772
23805,Q14232,67613,67613
23806,Q14232,ACM Doctoral Dissertation Award,http://www.wikidata.org/entity/Q55602925
23807,Q14232,5549735,5549735
23808,Q14232,statement/Q127992-D1762D52-9876-40A6-9096-419F93826FE9,http://www.wikidata.org/entity/statement/Q127992-D1762D52-9876-40A6-9096-419F93826FE9
23809,Q14232,statement/Q127992-F236F2B4-14E1-4916-9D32-EBF61F6EDA1F,http://www.wikidata.org/entity/statement/Q127992-F236F2B4-14E1-4916-9D32-EBF61F6EDA1F
23810,Q14232,statement/Q127992-009D4B6C-7D03-4CD7-9FF1-BF3847206B90,http://www.wikidata.org/entity/statement/Q127992-009D4B6C-7D03-4CD7-9FF1-BF3847206B90
23811,Q14232,statement/Q127992-02C08F01-2C15-481B-BD63-FC8C01992F82,http://www.wikidata.org/entity/statement/Q127992-02C08F01-2C15-481B-BD63-FC8C01992F82
23812,Q14232,statement/Q127992-05567790-1227-4CBE-9BAB-D3C301A9FF5C,http://www.wikidata.org/entity/statement/Q127992-05567790-1227-4CBE-9BAB-D3C301A9FF5C
23813,Q14232,statement/Q127992-0A74EA9A-DBA6-4E21-AFFB-79520A43F8AB,http://www.wikidata.org/entity/statement/Q127992-0A74EA9A-DBA6-4E21-AFFB-79520A43F8AB
23814,Q14232,statement/Q127992-04CF0CBE-5460-4E6B-8CDA-DD588AAE972A,http://www.wikidata.org/entity/statement/Q127992-04CF0CBE-5460-4E6B-8CDA-DD588AAE972A
23815,Q14232,statement/Q127992-10BB3E3D-DD1E-4977-9769-081892D50EB6,http://www.wikidata.org/entity/statement/Q127992-10BB3E3D-DD1E-4977-9769-081892D50EB6
23816,Q14232,statement/Q127992-0ec9edd9-4cb5-a7a4-791c-6030681c7674,http://www.wikidata.org/entity/statement/Q127992-0ec9edd9-4cb5-a7a4-791c-6030681c7674
23817,Q14232,statement/Q127992-0e023529-45c9-9389-1ee2-19d1818a6fb7,http://www.wikidata.org/entity/statement/Q127992-0e023529-45c9-9389-1ee2-19d1818a6fb7
23818,Q14232,statement/Q127992-15649bb7-4f3e-5c79-8141-f0f4513fc32c,http://www.wikidata.org/entity/statement/Q127992-15649bb7-4f3e-5c79-8141-f0f4513fc32c
23819,Q14232,statement/Q127992-174b985d-4b4d-f236-fc84-ab576bc60220,http://www.wikidata.org/entity/statement/Q127992-174b985d-4b4d-f236-fc84-ab576bc60220
23820,Q14232,statement/Q127992-1624C63D-D395-4E33-9AA2-E5CF9BEFE15F,http://www.wikidata.org/entity/statement/Q127992-1624C63D-D395-4E33-9AA2-E5CF9BEFE15F
23821,Q14232,statement/Q127992-1a6d90c3-4930-4d8a-f4f3-6fb5be49b47d,http://www.wikidata.org/entity/statement/Q127992-1a6d90c3-4930-4d8a-f4f3-6fb5be49b47d
23822,Q14232,statement/Q127992-1ED87AF1-C5C2-4663-AEFC-328551974DAD,http://www.wikidata.org/entity/statement/Q127992-1ED87AF1-C5C2-4663-AEFC-328551974DAD
23823,Q14232,statement/Q127992-23b695df-4e81-0199-ab43-3f01e7553f8a,http://www.wikidata.org/entity/statement/Q127992-23b695df-4e81-0199-ab43-3f01e7553f8a
23824,Q14232,statement/Q127992-2A259928-7942-46E8-B86A-170071AD6FC3,http://www.wikidata.org/entity/statement/Q127992-2A259928-7942-46E8-B86A-170071AD6FC3
23825,Q14232,statement/Q127992-300785BD-09D4-45D0-8BFA-B75B8EC05214,http://www.wikidata.org/entity/statement/Q127992-300785BD-09D4-45D0-8BFA-B75B8EC05214
23826,Q14232,statement/Q127992-3319b47b-4364-78f4-d904-4b77a17a96b4,http://www.wikidata.org/entity/statement/Q127992-3319b47b-4364-78f4-d904-4b77a17a96b4
23827,Q14232,statement/Q127992-373bbc44-420d-1430-2124-41449b8b8070,http://www.wikidata.org/entity/statement/Q127992-373bbc44-420d-1430-2124-41449b8b8070
23828,Q14232,statement/Q127992-39D93E40-B3B2-47EA-ACD5-B56DD613C447,http://www.wikidata.org/entity/statement/Q127992-39D93E40-B3B2-47EA-ACD5-B56DD613C447
23829,Q14232,statement/Q127992-374ada69-4dd8-46d2-c575-363f8f088fd6,http://www.wikidata.org/entity/statement/Q127992-374ada69-4dd8-46d2-c575-363f8f088fd6
23830,Q14232,statement/Q127992-3AAE7F63-B00F-4258-BA1E-7AA1057F16AA,http://www.wikidata.org/entity/statement/Q127992-3AAE7F63-B00F-4258-BA1E-7AA1057F16AA
23831,Q14232,statement/Q127992-3c52c898-4b5b-680d-1ff9-c393423c6613,http://www.wikidata.org/entity/statement/Q127992-3c52c898-4b5b-680d-1ff9-c393423c6613
23832,Q14232,statement/Q127992-42665F99-1739-46C8-9A75-42FE2DDB09A3,http://www.wikidata.org/entity/statement/Q127992-42665F99-1739-46C8-9A75-42FE2DDB09A3
23833,Q14232,statement/Q127992-44D9D354-5871-412E-8936-FE63F5773984,http://www.wikidata.org/entity/statement/Q127992-44D9D354-5871-412E-8936-FE63F5773984
23834,Q14232,statement/Q127992-4D407A8D-E59F-4008-8486-BD4A16E07369,http://www.wikidata.org/entity/statement/Q127992-4D407A8D-E59F-4008-8486-BD4A16E07369
23835,Q14232,statement/Q127992-487c2f93-4954-eb45-15ff-6bee24920fad,http://www.wikidata.org/entity/statement/Q127992-487c2f93-4954-eb45-15ff-6bee24920fad
23836,Q14232,statement/Q127992-500A1074-220C-4435-A5CF-6676C7A12688,http://www.wikidata.org/entity/statement/Q127992-500A1074-220C-4435-A5CF-6676C7A12688
23837,Q14232,statement/Q127992-5316a53b-42c6-d0eb-c125-f1dc8cc3306b,http://www.wikidata.org/entity/statement/Q127992-5316a53b-42c6-d0eb-c125-f1dc8cc3306b
23838,Q14232,statement/Q127992-571ccc3a-43ed-5774-ed85-5a22366162a8,http://www.wikidata.org/entity/statement/Q127992-571ccc3a-43ed-5774-ed85-5a22366162a8
23839,Q14232,statement/Q127992-5915a380-435a-eb2f-60e3-d31b7b291228,http://www.wikidata.org/entity/statement/Q127992-5915a380-435a-eb2f-60e3-d31b7b291228
23840,Q14232,statement/Q127992-5f314616-4f3d-dbda-e48a-d5036aea19a0,http://www.wikidata.org/entity/statement/Q127992-5f314616-4f3d-dbda-e48a-d5036aea19a0
23841,Q14232,statement/Q127992-612e701f-4867-386e-0e25-59ee7747e408,http://www.wikidata.org/entity/statement/Q127992-612e701f-4867-386e-0e25-59ee7747e408
23842,Q14232,statement/Q127992-6A6A7F03-5750-4D02-8CDE-3721B88B901D,http://www.wikidata.org/entity/statement/Q127992-6A6A7F03-5750-4D02-8CDE-3721B88B901D
23843,Q14232,statement/Q127992-6e064bf3-46a2-29bf-31c4-8d05f1750b80,http://www.wikidata.org/entity/statement/Q127992-6e064bf3-46a2-29bf-31c4-8d05f1750b80
23844,Q14232,statement/Q127992-712500ac-4471-3367-5438-d54bc4d60e97,http://www.wikidata.org/entity/statement/Q127992-712500ac-4471-3367-5438-d54bc4d60e97
23845,Q14232,statement/Q127992-7381b4c5-478e-eb2f-f1e5-bccf35e74bd7,http://www.wikidata.org/entity/statement/Q127992-7381b4c5-478e-eb2f-f1e5-bccf35e74bd7
23846,Q14232,statement/Q127992-766DA33D-65EA-41FD-A6B4-83BF156B402D,http://www.wikidata.org/entity/statement/Q127992-766DA33D-65EA-41FD-A6B4-83BF156B402D
23847,Q14232,statement/Q127992-75aec28d-4518-26fe-6554-50d8e98988ff,http://www.wikidata.org/entity/statement/Q127992-75aec28d-4518-26fe-6554-50d8e98988ff
23848,Q14232,statement/Q127992-788ca3fd-4efc-aa2d-b457-5cb3a939bd05,http://www.wikidata.org/entity/statement/Q127992-788ca3fd-4efc-aa2d-b457-5cb3a939bd05
23849,Q14232,statement/Q127992-7851583d-475a-58e9-e5e3-1f43d6f9eaab,http://www.wikidata.org/entity/statement/Q127992-7851583d-475a-58e9-e5e3-1f43d6f9eaab
23850,Q14232,statement/Q127992-78f1e3b1-47b2-11da-3133-4423c8005aa4,http://www.wikidata.org/entity/statement/Q127992-78f1e3b1-47b2-11da-3133-4423c8005aa4
23851,Q14232,statement/Q127992-7a59aca7-4528-b8f4-f2aa-3c14d3de6dc0,http://www.wikidata.org/entity/statement/Q127992-7a59aca7-4528-b8f4-f2aa-3c14d3de6dc0
23852,Q14232,statement/Q127992-802a456a-4c15-27c8-ef7a-2c853c7d7370,http://www.wikidata.org/entity/statement/Q127992-802a456a-4c15-27c8-ef7a-2c853c7d7370
23853,Q14232,statement/Q127992-8897DCD2-71E7-42F0-A284-E4E9CB1199CB,http://www.wikidata.org/entity/statement/Q127992-8897DCD2-71E7-42F0-A284-E4E9CB1199CB
23854,Q14232,statement/Q127992-83112aec-4b03-7471-f448-8c141d92dcce,http://www.wikidata.org/entity/statement/Q127992-83112aec-4b03-7471-f448-8c141d92dcce
23855,Q14232,statement/Q127992-839423ff-493a-f01e-2695-1f5f180835aa,http://www.wikidata.org/entity/statement/Q127992-839423ff-493a-f01e-2695-1f5f180835aa
23856,Q14232,statement/Q127992-958b071c-4b4f-b30b-f4c5-6e28bad189ca,http://www.wikidata.org/entity/statement/Q127992-958b071c-4b4f-b30b-f4c5-6e28bad189ca
23857,Q14232,statement/Q127992-9A238E55-CB58-4A91-A7C1-F5F29D872011,http://www.wikidata.org/entity/statement/Q127992-9A238E55-CB58-4A91-A7C1-F5F29D872011
23858,Q14232,statement/Q127992-9C8BCCCC-8D54-4B51-ADCD-FC00681421AD,http://www.wikidata.org/entity/statement/Q127992-9C8BCCCC-8D54-4B51-ADCD-FC00681421AD
23859,Q14232,statement/Q127992-9E65928F-075B-4740-A0AB-C3D8AE9CACA4,http://www.wikidata.org/entity/statement/Q127992-9E65928F-075B-4740-A0AB-C3D8AE9CACA4
23860,Q14232,statement/Q127992-8f22432e-4ed4-6402-c3c3-7b045bca4f5c,http://www.wikidata.org/entity/statement/Q127992-8f22432e-4ed4-6402-c3c3-7b045bca4f5c
23861,Q14232,statement/Q127992-a07c5948-4766-f7ff-6c35-c6e8c5b3df02,http://www.wikidata.org/entity/statement/Q127992-a07c5948-4766-f7ff-6c35-c6e8c5b3df02
23862,Q14232,statement/Q127992-a1ae0272-41e2-5427-c9f1-448ae970d9f1,http://www.wikidata.org/entity/statement/Q127992-a1ae0272-41e2-5427-c9f1-448ae970d9f1
23863,Q14232,statement/Q127992-a41b7c5d-4dde-f58f-e27b-2dd98d041452,http://www.wikidata.org/entity/statement/Q127992-a41b7c5d-4dde-f58f-e27b-2dd98d041452
23864,Q14232,statement/Q127992-a83291cc-49c3-d1e1-212c-e712323ee2f7,http://www.wikidata.org/entity/statement/Q127992-a83291cc-49c3-d1e1-212c-e712323ee2f7
23865,Q14232,statement/Q127992-a7c00ccb-4bbf-2ac3-5874-b2104617aab0,http://www.wikidata.org/entity/statement/Q127992-a7c00ccb-4bbf-2ac3-5874-b2104617aab0
23866,Q14232,statement/Q127992-ab51c7b8-4c11-6ffc-c166-9a0eced7a05e,http://www.wikidata.org/entity/statement/Q127992-ab51c7b8-4c11-6ffc-c166-9a0eced7a05e
23867,Q14232,statement/Q127992-A89F70A0-CDC6-4C16-A971-AE8259C17D35,http://www.wikidata.org/entity/statement/Q127992-A89F70A0-CDC6-4C16-A971-AE8259C17D35
23868,Q14232,statement/Q127992-aa972c32-4055-f89a-0e45-26fbe1fda57a,http://www.wikidata.org/entity/statement/Q127992-aa972c32-4055-f89a-0e45-26fbe1fda57a
23869,Q14232,statement/Q127992-AD55E9FC-AE60-4CB5-9A90-BB3D5E7C3536,http://www.wikidata.org/entity/statement/Q127992-AD55E9FC-AE60-4CB5-9A90-BB3D5E7C3536
23870,Q14232,statement/Q127992-b968db73-4b97-3ec7-fa17-bcd778fa3580,http://www.wikidata.org/entity/statement/Q127992-b968db73-4b97-3ec7-fa17-bcd778fa3580
23871,Q14232,statement/Q127992-CAC03730-1907-40F6-9486-64DE74E4AEA9,http://www.wikidata.org/entity/statement/Q127992-CAC03730-1907-40F6-9486-64DE74E4AEA9
23872,Q14232,statement/Q127992-ca24d115-4631-dd86-0c48-5e82af035938,http://www.wikidata.org/entity/statement/Q127992-ca24d115-4631-dd86-0c48-5e82af035938
23873,Q14232,statement/Q127992-cbbf9ba9-4630-9551-4135-86ce06f15301,http://www.wikidata.org/entity/statement/Q127992-cbbf9ba9-4630-9551-4135-86ce06f15301
23874,Q14232,statement/Q127992-CF4D0D33-B492-4B71-BB2E-78EEC0755D7E,http://www.wikidata.org/entity/statement/Q127992-CF4D0D33-B492-4B71-BB2E-78EEC0755D7E
23875,Q14232,statement/Q127992-d9d5984b-487a-c517-7056-301725b943b7,http://www.wikidata.org/entity/statement/Q127992-d9d5984b-487a-c517-7056-301725b943b7
23876,Q14232,statement/Q127992-DAF7ADDF-FBE7-4B8D-A935-08A90C03AE23,http://www.wikidata.org/entity/statement/Q127992-DAF7ADDF-FBE7-4B8D-A935-08A90C03AE23
23877,Q14232,statement/Q127992-DB0551B2-6EF8-46C9-B845-BEBD317E2487,http://www.wikidata.org/entity/statement/Q127992-DB0551B2-6EF8-46C9-B845-BEBD317E2487
23878,Q14232,statement/Q127992-dde7dc7c-44c1-a923-764d-bf0c7a9a6b8d,http://www.wikidata.org/entity/statement/Q127992-dde7dc7c-44c1-a923-764d-bf0c7a9a6b8d
23879,Q14232,statement/Q127992-DF871D8F-4362-4F5C-B715-46385B4089FD,http://www.wikidata.org/entity/statement/Q127992-DF871D8F-4362-4F5C-B715-46385B4089FD
23880,Q14232,statement/Q127992-e0559b08-47ac-3abb-9889-8a055804b5a2,http://www.wikidata.org/entity/statement/Q127992-e0559b08-47ac-3abb-9889-8a055804b5a2
